BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,CAPACITY,STNO,Address,Location,Lat,Long,geometry,neighborhood
"CHARLIE REDD, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,97,4255,  Washington ST,"(0.0, 0.0)",42.28531283783784,-71.12950389189191,POINT (-71.12950389189191 42.28531283783784),Roslindale
"REGAL CINEMAS, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,3013,201,  Brookline AV,"(42.344649, -71.102201)",42.3441935,-71.10225109999999,POINT (-71.10225109999999 42.3441935),Fenway
"REGINA PIZZA OF ALLSTON, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,330,353,  Cambridge ST,"(42.356111, -71.132629)",42.355672999999996,-71.132687,POINT (-71.132687 42.355673),Allston
"REGINA PIZZERIA AT FENWAY, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,33,1330, Boylston St,"(0.0, 0.0)",42.34399915,-71.09847246172475,POINT (-71.09847246172475 42.34399915),Fenway
"REBEL RESTAURANTS, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,539,240,  SEAPORT BLVD,"(0.0, 0.0)",42.3507475,-71.043488,POINT (-71.043488 42.3507475),South Boston Waterfront
"D & D HOSPITALITY, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,150,11,  Dorchester ST,"(42.33721, -71.04375)",42.3373051,-71.04365741284448,POINT (-71.04365741284448 42.3373051),South Boston
"F.P. RESTAURANT, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,98,288,  Hanover ST,"(0.0, 0.0)",42.36320326530611,-71.05557928571429,POINT (-71.05557928571429 42.36320326530611),North End
"VADO PAZZO, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,170,241, Hanover St,"(0.0, 0.0)",42.36322377777777,-71.05493044444445,POINT (-71.05493044444445 42.36322377777777),North End
RICHARD M. TRAVAGLIONE,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,90,175,  North ST,"(0.0, 0.0)",42.36311,-71.05390899999999,POINT (-71.05390899999999 42.36311),North End
SANTA'S FOOD CORPORATION,01/09/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,49,18,  Fairmount AV,"(42.255693, -71.1208)",42.255499428571426,-71.12068914285716,POINT (-71.12068914285716 42.25549942857143),Hyde Park
STREGA PIZZERIA & CAFÉ CORP.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,10,371,  Hanover ST,"(42.36488, -71.05315)",42.364877,-71.05323849999998,POINT (-71.05323849999998 42.364877),North End
"RINCON LIMENO RESTAURANT, INC.",11/07/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,49,409,  Chelsea ST,"(42.37986, -71.02689)",42.379909999999995,-71.026974,POINT (-71.026974 42.37991),East Boston
"RINO'S PLACE, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,36,258,  Saratoga ST,"(0.0, 0.0)",42.377989734693884,-71.03290842857143,POINT (-71.03290842857143 42.37798973469388),East Boston
"119 Salem Street, Inc.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,46,119,  Salem ST,"(0.0, 0.0)",42.36448,-71.05540933333333,POINT (-71.05540933333333 42.36448),North End
"DFD RESTAURANT GROUP, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,138,41, Charles St,"(0.0, 0.0)",42.30020585,-71.06374712990123,POINT (-71.06374712990123 42.30020585),Dorchester
"ROCCO'S CUCINA AND BAR, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,49,450,  Commercial ST,"(0.0, 0.0)",42.36737333333333,-71.05321122222222,POINT (-71.05321122222222 42.36737333333333),North End
"BREW MOON COLORADO, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,239,115,  Stuart ST,"(42.351377, -71.065481)",42.351257000000004,-71.0650021,POINT (-71.0650021 42.351257),Downtown
"ROGGIE'S 356 MIX, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,180,356,  Chestnut Hill AV,"(42.336824, -71.151471)",42.3368679,-71.15147569999999,POINT (-71.15147569999999 42.3368679),Brighton
"SESAME CZ, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,190,801,  Massachusetts AV,"(0.0, 0.0)",42.333084,-71.07349216065349,POINT (-71.07349216065349 42.333084),Roxbury
"ROSA MEXICANO BOSTON, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,296,155,  Seaport BL,"(42.34968, -71.04281)",42.3502036,-71.0427412,POINT (-71.04274119999999 42.3502036),South Boston Waterfront
"ROSTICERIA CANCUN 2, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,48,145, Meridian St,"(0.0, 0.0)",42.373867153846156,-71.03895830769231,POINT (-71.03895830769231 42.37386715384616),East Boston
"VIRGINICA, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,156,381,  Congress ST,"(42.349586, -71.047643)",42.34958405,-71.04763642795639,POINT (-71.04763642795639 42.34958405),South Boston Waterfront
STRONGBOX CORP.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,35,1881,  Centre ST,"(42.286043, -71.155668)",42.2978789,-71.13028249999999,POINT (-71.13028249999999 42.2978789),Roslindale
ROXY'S GRILLED CHEESE ALLSTON LLC,05/16/2014 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,19,485, Cambridge St,"(0.0, 0.0)",42.353785713151396,-71.13713259250693,POINT (-71.13713259250693 42.3537857131514),Allston
BOSTON BALLROOM CORPORATION,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,1220,279,  Tremont ST,"(42.34995, -71.065539)",42.3546358,-71.17951235595807,POINT (-71.17951235595807 42.3546358),
,12/29/2014 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,48,709,E Broadway ,"(42.33542, -71.037)",42.33551476923077,-71.036986,POINT (-71.036986 42.33551476923077),South Boston
NWRK LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,291,210, Stuart St,"(0.0, 0.0)",42.350468400000004,-71.068442,POINT (-71.068442 42.3504684),Bay Village
"RUTH'S CHRIS STEAK HOUSE BOSTON, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,281,45,  School ST,"(42.35811, -71.05933)",42.35811560000001,-71.05932384482708,POINT (-71.05932384482708 42.35811560000001),Downtown
"T AND T ICUISINE, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,99,268,  Adams ST,"(0.0, 0.0)",42.30016425,-71.05879875,POINT (-71.05879874999999 42.30016425),Dorchester
SAINT FINBAR CORP.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,70,108, Cambridge St,"(42.382197, -71.07937)",42.382172499999996,-71.0793661,POINT (-71.0793661 42.3821725),Charlestown
"SAKURABANA, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,91,55,  Broad ST,"(42.357986, -71.054346)",42.358059000000004,-71.05411875,POINT (-71.05411875 42.358059),Downtown
"GREEK KITCHEN 1, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,103,132, Brookline Av,"(0.0, 0.0)",42.344944899999994,-71.10069720000001,POINT (-71.10069720000001 42.34494489999999),Fenway
"132 BROOKLINE AVENUE, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,42,51, Brookline Av,"(0.0, 0.0)",42.3473318,-71.09867940000001,POINT (-71.09867940000001 42.3473318),Fenway
"LITTLEFIELD MANAGEMENT, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,94,118,  Dorchester ST,"(42.335002, -71.046228)",42.3350545,-71.04640025,POINT (-71.04640025 42.3350545),South Boston
"TRI'UR, INC.",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,90,130,  Dartmouth ST,"(42.346779, -71.0761)",42.3469394,-71.0761022,POINT (-71.07610219999999 42.3469394),South End
"SAL'S PARAMOUNT CENTER, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,120,545, Washington St,"(0.0, 0.0)",42.353883,-71.06285011006794,POINT (-71.06285011006794 42.353883),Downtown
"SAL'S ITALIAN TRATTORIA, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,150,225, Northern Av,"(42.348075, -71.039263)",42.348660714285714,-71.03876920408162,POINT (-71.03876920408162 42.34866071428571),South Boston Waterfront
"MENU HAT, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,0,22, Liberty  Dr,"(0.0, 0.0)",42.3545481,-71.04524855692506,POINT (-71.04524855692506 42.3545481),South Boston Waterfront
"FJS, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,156,111,  Chelsea ST,"(42.37264, -71.03526)",42.372668700000006,-71.0353415,POINT (-71.0353415 42.37266870000001),East Boston
"TL Sons, LLC",12/01/2014 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,0,100,  Summer ST,"(42.353633, -71.057366)",42.35384315,-71.05741601421146,POINT (-71.05741601421146 42.35384315),Downtown
SAUS BOSTON LLC,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,22,33,  Union ST,"(42.36117, -71.05678)",42.361146399999996,-71.05678759999999,POINT (-71.05678759999999 42.3611464),Downtown
E. R. ENTERPRISES,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,185,174,  Lincoln ST,"(42.350585, -71.058431)",42.35798827272728,-71.1402311818182,POINT (-71.14023118181819 42.35798827272728),Brighton
"BIG HOUSE FINE DINING, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,392,215,  Charles ST,"(42.36203, -71.070362)",42.3620681,-71.07015767249051,POINT (-71.07015767249051 42.3620681),West End
"LEINSTER GROUP, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,386,25, School St,"(0.0, 0.0)",42.3576641,-71.05900820000001,POINT (-71.05900820000001 42.3576641),Downtown
"BOSTON TAVERN COMPANY, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,0,300, Harrison Av,"(42.346109, -71.062993)",42.3454666,-71.0628246,POINT (-71.0628246 42.3454666),South End
"LEGENDARY FOOD CONCEPTS, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,90,21,  Beacon ST,"(0.0, 0.0)",42.33273607022881,-71.15913955744577,POINT (-71.15913955744577 42.33273607022881),Brighton
"JD RESTAURANT GROUP, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,87,580,  Commonwealth AV,"(42.348814, -71.099357)",42.3488848,-71.09972309999999,POINT (-71.09972309999999 42.3488848),Fenway
"JV Kitchen, LLC",01/22/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,18,1782, Dorchester Av,"(0.0, 0.0)",42.28963293333333,-71.06309746666666,POINT (-71.06309746666666 42.28963293333333),Dorchester
"DUO WINES, INC.",04/14/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,19,1721,  Washington ST,"(42.337071, -71.076601)",42.2620157,-71.15640570000001,POINT (-71.15640570000001 42.2620157),West Roxbury
"Select Oyster, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,60,50,  Gloucester ST,"(42.34862, -71.08407)",42.3486374,-71.08403709999999,POINT (-71.08403709999999 42.3486374),Back Bay
"KMHW, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,84,156,  Cambridge ST,"(42.360978, -71.064668)",42.361004799999996,-71.0646998,POINT (-71.0646998 42.3610048),Beacon Hill
"KF Boston, Inc",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,48,1245, Commonwealth Av,"(0.0, 0.0)",42.3502658,-71.13185190000002,POINT (-71.13185190000002 42.3502658),Allston
"10 HIGH STREET RESTAURANT, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,354,8,  High ST,"(0.0, 0.0)",42.309936301222365,-71.06076515236595,POINT (-71.06076515236595 42.30993630122236),Dorchester
"ZEN INTERNATIONAL, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,93,14,  Tyler ST,"(42.350861, -71.060487)",42.24661210000001,-71.12489510253108,POINT (-71.12489510253108 42.24661210000001),Hyde Park
SHAKE SHACK NEWBURY STREET BOSTON LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,110,234,  Newbury ST,"(0.0, 0.0)",42.3496386,-71.08159429999999,POINT (-71.08159429999999 42.3496386),Back Bay
"SHANNON TAVERN, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,45,558,E Third St,"(0.0, 0.0)",42.33654952,-71.03718592,POINT (-71.03718592 42.33654952),South Boston
"NOSMADA, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,232,332,W Broadway ,"(42.338415, -71.049876)",42.33837938141514,-71.05001052662435,POINT (-71.05001052662435 42.33837938141514),South Boston
"SHIAWASE, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,32,674,E Broadway ,"(0.0, 0.0)",42.33566,-71.03814925,POINT (-71.03814925 42.33566),South Boston
"TREMONT THEATRE, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,1596,265, Tremont St,"(0.0, 0.0)",42.3503329,-71.06533780000001,POINT (-71.06533780000001 42.3503329),Downtown
"JAE'S CAFÉ & GRILL, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,111,520,  Columbus AV,"(42.34189, -71.07978)",42.34189295,-71.07977614694909,POINT (-71.07977614694909 42.34189295),South End
K & G Entertainment LLC,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,110,14,  Bromfield ST,"(0.0, 0.0)",42.356548,-71.059952,POINT (-71.059952 42.356548),Downtown
"SILHOUETTE LOUNGE, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,86,200, Brighton Av,"(0.0, 0.0)",42.35313,-71.134192,POINT (-71.134192 42.35313),Allston
"SILVERTONE RESTAURANT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,130,69,  Bromfield ST,"(42.357122, -71.060928)",42.3571207,-71.0609359,POINT (-71.0609359 42.3571207),Downtown
"CRAFT CAFÉ, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,19,3840,  Washington ST,"(0.0, 0.0)",42.297005299999995,-71.11668970641612,POINT (-71.11668970641612 42.2970053),Jamaica Plain
"THE K'S, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,176,6, Commercial St,"(0.0, 0.0)",42.366068041666665,-71.051093125,POINT (-71.05109312499999 42.36606804166667),North End
CLARENDON LIMITED PARTNER,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,235,199,  Clarendon ST,"(42.349571, -71.074268)",42.349774,-71.074629,POINT (-71.074629 42.349774),Back Bay
"HOLLYWOOD SPORTS BAR AND GRILL, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,185,958,  Tremont ST,"(0.0, 0.0)",42.33757788799527,-71.08337615618234,POINT (-71.08337615618234 42.33757788799527),Roxbury
HIGH MIDDLE CORP.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,108,230,  Congress ST,"(42.35449, -71.05422)",42.35437912,-71.05420924,POINT (-71.05420924000001 42.35437912),Downtown
SMITH & WOLLENSKY ATLANTIC WHARF LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,408,290,  Congress ST,"(42.353001, -71.052481)",42.3529,-71.05265899999999,POINT (-71.05265899999999 42.3529),Downtown
S&W OF BOSTON LLC,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,434,101,  Arlington ST,"(42.34972, -71.070009)",42.350007,-71.06996,POINT (-71.06995999999999 42.350007),Bay Village
"74 LTD, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,44,108,  Newbury ST,"(42.351223, -71.075671)",42.348785299999996,-71.08552929999999,POINT (-71.08552929999999 42.3487853),Back Bay
"IWJ RESTAURANT GROUP, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,199,99,  High ST,"(42.354245, -71.05484)",42.35416995,-71.054716365,POINT (-71.054716365 42.35416995),Downtown
"MAYASOL, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,96,912,  Beacon ST,"(0.0, 0.0)",42.34590010483871,-71.10692073387095,POINT (-71.10692073387095 42.34590010483871),
"C & S TAVERN, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,40,380,  Warren ST,"(42.317986, -71.081739)",42.317946,-71.081837,POINT (-71.08183699999999 42.317946),Roxbury
"AMARU'S VILLA, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,147,750,  Adams ST,"(42.28397, -71.055271)",42.284131,-71.05538383333334,POINT (-71.05538383333334 42.284131),Dorchester
NEWBURY FINE DINING LIMITED PARTNERSHIP,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,232,327,  Newbury ST,"(42.348792, -71.086271)",42.348741,-71.08620859999999,POINT (-71.08620859999999 42.348741),Back Bay
TONELLI INCORPORATED,11/07/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,78,388,  Centre ST,"(42.32173, -71.10964)",42.295065,-71.05708100000001,POINT (-71.05708100000001 42.295065),Dorchester
SORELLINA LLC,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,160,1, Huntington Av,"(42.348762, -71.077999)",42.3487095,-71.07837740000001,POINT (-71.07837740000001 42.3487095),Back Bay
SOUL FIRE LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,93,178,  Harvard AV,"(42.35116, -71.13119)",42.26028002040816,-71.12284571428572,POINT (-71.12284571428572 42.26028002040816),Hyde Park
"KUPKA, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,34,737,  Huntington AV,"(42.334069, -71.105529)",42.33405056191158,-71.10531866451045,POINT (-71.10531866451045 42.33405056191158),Mission Hill
"SOUTH BOSTON CANDLEPINS, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,186,543,E Broadway ,"(0.0, 0.0)",42.33541562068965,-71.04270131034481,POINT (-71.04270131034481 42.33541562068965),South Boston
BUTTERY CORPORATION,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,108,314,  Shawmut AV,"(42.34209, -71.07029)",42.34208440000001,-71.07035745000002,POINT (-71.07035745000002 42.34208440000001),South End
"SOUTH DINER, LLP",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,39,178,  Kneeland ST,"(42.349893, -71.057819)",42.34986615,-71.05774915,POINT (-71.05774915000001 42.34986615),Leather District
CLOTILDE SPAGNUOLO IANDOLI,11/07/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,49,242,  Hanover ST,"(0.0, 0.0)",42.36333270000001,-71.05512370000001,POINT (-71.05512370000001 42.36333270000001),North End
"SPINELLI'S BANQUET HALL, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,230,282, Bennington St,"(0.0, 0.0)",42.378672825749895,-71.02876223676466,POINT (-71.02876223676466 42.3786728257499),East Boston
"V-LOUNGE, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,250,150,  Kneeland ST,"(42.349977, -71.05817)",42.3499328,-71.0582458,POINT (-71.05824579999999 42.3499328),Leather District
"SOCIAL 132, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,153,132,  Canal ST,"(0.0, 0.0)",42.3647227,-71.06060140000001,POINT (-71.06060140000001 42.3647227),West End
SPRING STREET CAFÉ CORP,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,48,320,  Spring ST,"(42.27171, -71.17211)",42.27214163636364,-71.17178477272728,POINT (-71.17178477272728 42.27214163636364),West Roxbury
"South End Partners, Inc.",03/12/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,256,569,  Columbus AV,"(42.34099, -71.08164)",42.3409201,-71.0816412,POINT (-71.08164120000001 42.3409201),South End
"DeDANANN, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,163,5, Mcbride St,"(0.0, 0.0)",42.30579295,-71.11443313827067,POINT (-71.11443313827067 42.30579295),Jamaica Plain
"STANZA DEI SIGARI, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,158,292, Hanover St,"(0.0, 0.0)",42.363207959183676,-71.05558757142856,POINT (-71.05558757142856 42.36320795918368),North End
STATIRES GROUP LLC,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,190,77,  Dorchester ST,"(0.0, 0.0)",42.335746666666665,-71.04527591666667,POINT (-71.04527591666667 42.33574666666667),South Boston
"TRAFFIC RESTAURANT, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,198,1525,  Washington ST,"(42.339878, -71.07261)",42.2620157,-71.15640570000001,POINT (-71.15640570000001 42.2620157),West Roxbury
"STEPHANIE ASSOCIATES, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,191,188, NEWBURY ST,"(0.0, 0.0)",42.348785299999996,-71.08552929999999,POINT (-71.08552929999999 42.3487853),Back Bay
"STEPHANIE'S IN SOUTHIE, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,153,11,W Broadway ,"(42.34248, -71.05686)",42.3425067,-71.05682540000001,POINT (-71.05682540000001 42.3425067),South Boston
STEPHI'S ON TREMONT LLC,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,135,571, Tremont St,"(0.0, 0.0)",42.343603,-71.072514,POINT (-71.072514 42.343603),South End
"FOHENAGH, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,84,60,  State ST,"(42.35927, -71.05643)",42.35922935,-71.05642886016267,POINT (-71.05642886016267 42.35922935),Downtown
"ORIGINAL STOCKYARD, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,455,135,  Market ST,"(42.35778, -71.14858)",42.3577196,-71.14846700000001,POINT (-71.14846700000001 42.3577196),Brighton
"DONNA TEMPLE, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,176,48,  Temple PL,"(42.355214, -71.061622)",42.3551443,-71.0616993,POINT (-71.0616993 42.3551443),Downtown
"ASILLEM, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,46,182,  Western AV,"(42.362961, -71.129376)",42.36295689999999,-71.13705209999999,POINT (-71.13705209999999 42.36295689999999),Brighton
"SPEAKEASY GROUP, INC. AS GENERAL PARTNER OF SPEAKEASY LIMITED PARTNERSHIP",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,510,90, Exeter St,"(0.0, 0.0)",42.3482396,-71.0787107,POINT (-71.0787107 42.3482396),Back Bay
"NICOMAR, INC.",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,54,379,  Hanover ST,"(42.364994, -71.053067)",42.3649606,-71.05301394237114,POINT (-71.05301394237114 42.3649606),North End
Beautiful Rose Corp.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,180,1,  Marina Park DR,"(0.0, 0.0)",42.3529429,-71.04529190000001,POINT (-71.04529190000001 42.3529429),South Boston Waterfront
"BOSTON CULINARY GROUP, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,38000,111,  Waldemar AV,"(42.39443, -71.00029)",42.39266437260132,-71.00395400931806,POINT (-71.00395400931806 42.39266437260132),East Boston
"SULLIVAN'S PUB OF CHARLESTOWN, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,65,85,  Main ST,"(42.373922, -71.062762)",42.38302028571429,-71.07154328571428,POINT (-71.07154328571428 42.38302028571429),Charlestown
"SULLIVAN'S RESTAURANT, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,88,56,  Union ST,"(42.373526, -71.066473)",42.34526565,-71.14988109999999,POINT (-71.14988109999999 42.34526565),Brighton
"FRIDAY AFTERNOON, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,341,168, Canal ST,"(0.0, 0.0)",42.3651059,-71.06099470000001,POINT (-71.06099470000001 42.3651059),West End
"SUNSET PARTNERS, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,244,130, Brighton Av,"(0.0, 0.0)",42.35282,-71.13175671428571,POINT (-71.13175671428571 42.35282),Allston
BROAD STREET ENTERTAINMENT LLC,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,350,1, India St,"(0.0, 0.0)",42.358609,-71.053673,POINT (-71.053673 42.358609),Downtown
"BOYLSTON STREET BAR & RESTAURANT GROUP, LLC",11/29/2013 12:00:00 AM,12/31/2015 12:00:00 AM,All Alc,311,1260,  Boylston ST,"(0.0, 0.0)",42.34499209388943,-71.0958701527062,POINT (-71.0958701527062 42.34499209388943),Fenway
"WORKSHOP HOSPITALITY 1375, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,133,1381, Boylston St,"(0.0, 0.0)",42.343909000000004,-71.1011137,POINT (-71.1011137 42.343909),Fenway
"SWEET LIFE CAFE, LLC",07/15/2015 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc Restr,49,2243, Dorchester Av,"(0.0, 0.0)",42.273705299999996,-71.06787585478972,POINT (-71.06787585478972 42.2737053),Mattapan
"SSJHP, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,58,84,  Peterborough ST,"(42.343135, -71.098841)",42.34323338770112,-71.09874788533399,POINT (-71.09874788533399 42.34323338770112),Fenway
"BOSTON SYMPHONY ORCHESTRA, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,4500,251, Huntington Av,"(0.0, 0.0)",42.34245665,-71.08591419328991,POINT (-71.08591419328991 42.34245665),Fenway
THOUSAND CHEF FOODS CORP.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,60,45,  Gainsborough ST,"(42.341989, -71.087081)",42.34195,-71.087115,POINT (-71.087115 42.34195),Fenway
"TACO MEX, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,All Alc,30,65,  Maverick SQ,"(42.36968, -71.03866)",42.36966092307692,-71.03946234615384,POINT (-71.03946234615384 42.36966092307692),East Boston
3W&Z CORP.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Malt Wine,48,34,  Oxford ST,"(42.351466, -71.060209)",42.35217936363637,-71.06044318181819,POINT (-71.06044318181819 42.35217936363637),Chinatown
