,BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,LICCATDESC,CAPACITY,STNO,Address,Location,5,Final_Lat,Final_Long,geometry,neighborhood,ltype
601,"NO NAME RESTAURANT, INC.",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,295,, Boston Fish Pier ,"(0.0, 0.0)",,,,POINT (nan nan),South Boston Waterfront,Malt Wine Liq.
602,"NO. 9 PARK, L.L.C.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,120,9.0,  Park ST,"(42.35762, -71.06279)","-71.06296,42.357483",42.35762,-71.06279,POINT (-71.06279000000001 42.35762),Downtown,All Alc.
603,"ARCUS GROUP, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,325,101.0, Arch St,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,All Alc.
604,"Noodle Barn, Inc.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,58,707.0,  Centre ST,"(42.311433, -71.114661)","-71.11443,42.3115",42.311433,-71.114661,POINT (-71.114661 42.311433),Jamaica Plain,Malt Wine
605,PENA & NOVA CORP.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,67,2801.0,  Washington ST,"(42.321695, -71.092196)","-71.092125,42.32156",42.321695,-71.092196,POINT (-71.092196 42.321695),Roxbury,All Alc.
606,"O YA, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALR,CV7 All Alc. Restrict.,49,9.0,  East ST,"(42.35135, -71.05694)","-71.05718,42.35157",42.35135,-71.05694,POINT (-71.05694 42.35135),Leather District,All Alc.
607,"CASWELL RESTAURANT GRUPPO, LLC",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,195,319.0,  A ST,"(0.0, 0.0)","-71.04932,42.349236",42.349236,-71.04932,POINT (-71.04931999999999 42.349236),South Boston Waterfront,All Alc.
608,"RHUBARB, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,70,3.0,  Harvard AV,"(0.0, 0.0)","-71.132744,42.355392",42.355392,-71.132744,POINT (-71.132744 42.355392),Allston,All Alc.
609,"CMR PRIME, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,343,140.0, Seaport Bl,"(0.0, 0.0)","-71.04348,42.3508",42.3508,-71.04348,POINT (-71.04348 42.3508),South Boston Waterfront,All Alc.
610,"OISHII, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALR,CV7 All Alc. Restrict.,90,1166.0,  Washington ST,"(42.34333, -71.06601)","-71.06627,42.343487",42.34333,-71.06601,POINT (-71.06601000000001 42.34333),South End,All Alc.
611,"EMMANUEL GROUP, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,54,297.0,  Chelsea ST,"(42.37699, -71.03023)","-71.03069,42.37687",42.37699,-71.03023,POINT (-71.03023 42.37699),East Boston,Malt Wine
612,"Sofia's Food Enterprise, Corp.",11/12/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWLN,CV7MWLN - Neighborhood Restricted,49,22.0, Central Sq,"(0.0, 0.0)","-71.03952,42.37436",42.37436,-71.03952,POINT (-71.03952 42.37436),East Boston,Neighborhood Restricted - CV7MWLN
613,"LHO ONYX ONE LESSEE, L.L.C.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,155.0,  Portland ST,"(42.36421, -71.06134)","-71.06124,42.363914",42.36421,-71.06134,POINT (-71.06134 42.36421),West End,All Alc.
614,"Shin, Inc.",01/12/2016 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,19,185.0, Harvard Av,"(0.0, 0.0)","-71.13131,42.3509",42.3509,-71.13131,POINT (-71.13131 42.3509),Allston,Malt Wine Restrict.
615,ORINOCO LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,19,477.0,  Shawmut AV,"(42.338903, -71.075949)","-71.07586,42.338806",42.338903,-71.075949,POINT (-71.07594899999999 42.338903),South End,Malt Wine Liq.
616,"COLUMBUS FISH AND OYSTER, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,323,1.0,  Charles Street South  ,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,All Alc.
617,"GAINSBORO RESTAURANT, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,286,52.0, Gainsborough St,"(42.34173, -71.08722)","-71.086945,42.341705",42.34173,-71.08722,POINT (-71.08722 42.34173),Fenway,All Alc.
618,"P.F. CHANG'S CHINA BISTRO, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,200,8.0,  Park PZ,"(42.351362, -71.06874)","-71.06914,42.351547",42.351362,-71.06874,POINT (-71.06874000000001 42.351362),Downtown,All Alc.
619,"P. F. CHANG'S CHINA BISTRO, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,245,800.0,  Boylston ST,"(42.347296, -71.081457)","-71.08232,42.348755",42.347296,-71.081457,POINT (-71.081457 42.347296),Back Bay,All Alc.
620,PLOY PHILIN CORPORATION,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,82,1116.0, Boylston St,"(0.0, 0.0)","-71.08904,42.346943",42.346943,-71.08904,POINT (-71.08904 42.346943),Fenway,Malt Wine
621,SOMER SIX CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,232,, Union St,"(0.0, 0.0)","-71.056984,42.36116",42.36116,-71.056984,POINT (-71.056984 42.36116),Downtown,All Alc.
622,"PAGLIUCA'S RESTAURANT, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,68,14.0, Parmenter St,"(42.36375, -71.05496)","-71.05493,42.363846",42.36375,-71.05496,POINT (-71.05495999999999 42.36375),North End,Malt Wine Liq.
623,"PAINTED BURRO TEMPLE, LLC",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,51,35.0, Temple Pl,"(0.0, 0.0)","-71.062256,42.355362",42.355362,-71.062256,POINT (-71.062256 42.355362),Downtown,All Alc.
624,BAKED DAILY CORPORATION,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,29,144.0,  Charles ST,"(42.35998, -71.071)","-71.070816,42.359825",42.35998,-71.071,POINT (-71.071 42.35998),Beacon Hill,Malt Wine
625,SJJ CORP.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,45,326.0,  Hanover ST,"(42.364668, -71.05383)","-71.05368,42.36456",42.364668,-71.05383,POINT (-71.05383 42.364668),North End,Malt Wine
626,AHAWK INC.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWLR,CV7 Malt Wine Liq. Restrict.,49,251.0, Main St,"(0.0, 0.0)","-71.06626,42.376892",42.376892,-71.06626,POINT (-71.06626 42.376892),Charlestown,Malt Wine Liq. Restrict.
627,"PAPA RAZZI TRATTORIA OF NEWBURY, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,198,157.0,  Newbury ST,"(42.35089, -71.07854)","-71.07821,42.35077",42.35089,-71.07854,POINT (-71.07854 42.35089),Back Bay,All Alc.
628,"AQUA PAZZA, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,56,135.0, Richmond St,"(0.0, 0.0)",,,,POINT (nan nan),North End,Malt Wine Liq.
629,"HCS, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,214,13.0,  West ST,"(42.35473, -71.06211)","-71.06213,42.35461",42.35473,-71.06211,POINT (-71.06211 42.35473),Downtown,All Alc.
630,"LEGENDARY RESTAURANT GROUP, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALR,CV7 All Alc. Restrict.,240,283.0,  Summer ST,"(0.0, 0.0)","-71.04981,42.350014",42.350014,-71.04981,POINT (-71.04980999999999 42.350014),South Boston Waterfront,All Alc.
631,"OLD TRAFFORD, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPAL,GOP All Alc.,999,967.0,  Commonwealth AV,"(42.352013, -71.119406)","-71.11941,42.351658",42.352013,-71.119406,POINT (-71.119406 42.352013),Allston,All Alc.
632,"THE LADIES' LOUNGE, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,86,750.0, Dudley St,"(0.0, 0.0)","-71.06653,42.31768",42.31768,-71.06653,POINT (-71.06653 42.31768),Dorchester,Malt Wine
633,KHALED MOHEYDEEN,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,19,230.0, Hanover St,"(0.0, 0.0)","-71.05515,42.36315",42.36315,-71.05515,POINT (-71.05515 42.36315),North End,Malt Wine Liq.
634,"PASTA BEACH ROWES WHARF, LLC",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,59,30.0,  Rowes Wharf  ,"(0.0, 0.0)","-71.05019,42.357174",42.357174,-71.05019,POINT (-71.05019 42.357174),Downtown,All Alc.
635,"PASTORAL, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,180,345.0,  Congress ST,"(0.0, 0.0)","-71.04908,42.35075",42.35075,-71.04908,POINT (-71.04908 42.35075),South Boston Waterfront,All Alc.
636,BEMA Restaurant Corporation,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,480,138.0,  Brighton AV,"(42.352761, -71.13179)","-71.1319,42.352913",42.352761,-71.13179,POINT (-71.13179 42.352761),Allston,All Alc.
637,"MASSACHUSETTS SPORTSERVICE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,98,100.0,  Legends WY,"(42.36629, -71.0622)",,42.36629,-71.0622,POINT (-71.0622 42.36629),West End,All Alc.
638,"PEACH FARM, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,96,4.0,  Tyler ST,"(42.35115, -71.0604)","-71.06055,42.351265",42.35115,-71.0604,POINT (-71.0604 42.35115),Chinatown,Malt Wine
639,"LIMERICK CO., INC. OF DORCHESTER",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,221,1310.0,  Dorchester AV,"(42.30591, -71.0586)","-71.05882,42.30583",42.30591,-71.0586,POINT (-71.0586 42.30591),Dorchester,All Alc.
640,"FRANCO, LLC",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,38,, Prince St,"(0.0, 0.0)","-71.05348,42.364075",42.364075,-71.05348,POINT (-71.05347999999999 42.364075),North End,Malt Wine Liq.
641,"KUALA LUMPUR, INC.",12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,114,685.0,  Washington ST,"(0.0, 0.0)","-71.0628,42.35142",42.35142,-71.0628,POINT (-71.0628 42.35142),Chinatown,Malt Wine
642,"PETIT ROBERT, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,62,, Columbus Av,"(0.0, 0.0)",,,,POINT (nan nan),South End,All Alc.
643,"PHILLIPS OLD COLONY HOUSE, INC.",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,419,780.0,  William T Morrissey BL,"(42.29545, -71.04716)","-71.04765,42.295464",42.29545,-71.04716,POINT (-71.04716000000001 42.29545),Dorchester,All Alc.
644,"PHO AND I, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,87,267.0,  Huntington AV,"(42.342206, -71.086199)","-71.08721,42.341137",42.342206,-71.086199,POINT (-71.08619899999999 42.342206),Fenway,Malt Wine
645,"PHO RESTAURANT, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,120,1370.0,  Dorchester AV,"(42.304043, -71.05896)","-71.059235,42.303967",42.304043,-71.05896,POINT (-71.05896 42.304043),Dorchester,Malt Wine
646,"PHO HOA RESTAURANT II, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,50,17.0,  Beach ST,"(0.0, 0.0)","-71.06204,42.351475",42.351475,-71.06204,POINT (-71.06204 42.351475),Chinatown,Malt Wine
647,"PHO LE, LLC",01/12/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,99,1356.0,  Dorchester AV,"(42.3044, -71.058961)","-71.05913,42.30444",42.3044,-71.058961,POINT (-71.058961 42.3044),Dorchester,Neighborhood Restricted - CV7ALN
648,"PASTEUR RESTAURANT II, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,86,682.0, Washington St,"(42.351393, -71.062629)","-71.06278,42.351414",42.351393,-71.062629,POINT (-71.062629 42.351393),Chinatown,Malt Wine
649,HUY HOANG CORP.,02/04/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWN,CV7MWN - Neighborhood Restricted,60,223.0,  Adams ST,"(42.301468, -71.060031)","-71.05984,42.3016",42.301468,-71.060031,POINT (-71.060031 42.301468),Dorchester,Neighborhood Restricted - CV7MWN
650,"WIKROM, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,40,1856.0, Centre St,"(0.0, 0.0)","-71.15453,42.286293",42.286293,-71.15453,POINT (-71.15452999999999 42.286293),West Roxbury,Malt Wine
651,"PRANZINI, INC.",03/31/2016 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,77,226.0,  Newbury ST,"(42.34971, -71.08124)","-71.08132,42.349907",42.34971,-71.08124,POINT (-71.08123999999999 42.34971),Back Bay,All Alc.
652,"B&T, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,60,530.0,  Tremont ST,"(42.344517, -71.07018)","-71.07052,42.344574",42.344517,-71.07018,POINT (-71.07017999999999 42.344517),South End,Malt Wine
653,"TOW PIER 6 RESTAURANT GROUP, LLC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,325,1.0, Eighth St,"(42.373172, -71.050092)","-71.05342,42.375328",42.373172,-71.050092,POINT (-71.05009200000001 42.373172),Charlestown,All Alc.
654,"OCEAN, INC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,80,, Thacher Ct,"(0.0, 0.0)","-71.05782,42.365314",42.365314,-71.05782,POINT (-71.05782000000001 42.365314),North End,Malt Wine Liq.
655,"PLEASANT, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,195,4511.0,  Washington ST,"(0.0, 0.0)","-71.13649,42.278755",42.278755,-71.13649,POINT (-71.13648999999999 42.278755),Roslindale,All Alc.
656,LISA DIPRIZIO,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,99,981.0,  Bennington ST,"(42.386267, -71.007379)","-71.00885,42.385925",42.386267,-71.007379,POINT (-71.007379 42.386267),East Boston,Malt Wine Liq.
657,"North End Pomodoro of Boston, Inc.",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,22,204.0,  Hanover ST,"(42.362833, -71.055718)","-71.05559,42.36274",42.362833,-71.055718,POINT (-71.055718 42.362833),North End,Malt Wine
658,THE BLUES CORPORATION,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,120,338.0,  Washington ST,"(42.348901, -71.152529)","-71.15241,42.349068",42.348901,-71.152529,POINT (-71.152529 42.348901),Brighton,All Alc.
659,"LOFMUR, INC.",11/03/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,35,1723.0, Centre St,"(0.0, 0.0)",,,,POINT (nan nan),West Roxbury,Neighborhood Restricted - CV7ALN
660,"SB & G, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,90,179.0, Portland St,"(0.0, 0.0)","-71.06142,42.364056",42.364056,-71.06142,POINT (-71.06142 42.364056),West End,All Alc.
661,"PORTO BELLO, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,24,672.0,E Broadway ,"(42.3358, -71.03763)","-71.03818,42.335583",42.3358,-71.03763,POINT (-71.03762999999999 42.3358),South Boston,Malt Wine Liq.
662,"CLARENDON RESTAURANT, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,360,406.0, Stuart St,"(0.0, 0.0)","-71.07468,42.348812",42.348812,-71.07468,POINT (-71.07468 42.348812),Back Bay,All Alc.
663,"PREZZA, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,98,24.0,  Fleet ST,"(42.36467, -71.05276)","-71.05277,42.36453",42.36467,-71.05276,POINT (-71.05276000000001 42.36467),North End,All Alc.
664,"PUEBLO VIEJO PUPUSERIA & MEXICAN GRILL II, INC.",11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,60,309.0,  Bennington ST,"(42.378888, -71.027796)","-71.02767,42.37909",42.378888,-71.027796,POINT (-71.027796 42.378888),East Boston,Malt Wine Liq.
665,"GAGANDEEP, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,38,109.0,  Brighton AV,"(42.35302, -71.13052)","-71.13056,42.35288",42.35302,-71.13052,POINT (-71.13052 42.35302),Allston,Malt Wine
666,STEVE NEWMAN,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,146,444.0,  Huntington AV,"(0.0, 0.0)","-71.09241,42.338863",42.338863,-71.09241,POINT (-71.09241 42.338863),Fenway,All Alc.
667,PUSHCART CAFE,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,48,115.0,  Salem ST,"(42.364414, -71.055372)","-71.05553,42.364388",42.364414,-71.055372,POINT (-71.05537200000001 42.364414),North End,Malt Wine Liq.
668,Qdoba Restaurant Corporation,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,92,17.0,  Forsyth ST,"(42.340107, -71.091002)","-71.090935,42.340294",42.340107,-71.091002,POINT (-71.091002 42.340107),Fenway,Malt Wine
669,Qdoba Restaurant Corporation,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,47,101.0, Causeway St,"(0.0, 0.0)","-71.062096,42.364998",42.364998,-71.062096,POINT (-71.062096 42.364998),West End,Malt Wine Restrict.
670,"IL PANINO EXPRESS, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,48,264.0,  Hanover ST,"(42.363585, -71.054861)","-71.05472,42.36359",42.363585,-71.054861,POINT (-71.054861 42.363585),North End,Malt Wine Liq.
671,"RABIA'S, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,62,71.0,  Salem ST,"(42.363371, -71.055799)","-71.05592,42.363483",42.363371,-71.055799,POINT (-71.05579899999999 42.363371),North End,Malt Wine Liq.
672,RED D. CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,19,33.0,  North SQ,"(42.3635, -71.05386)","-71.053665,42.36357",42.3635,-71.05386,POINT (-71.05386 42.3635),North End,Malt Wine
673,"SNP RESTAURANT GROUP, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,108,9.0,  Bowdoin ST,"(42.36102, -71.06319)","-71.062904,42.36097",42.36102,-71.06319,POINT (-71.06319000000001 42.36102),Beacon Hill,All Alc.
674,"BIG NIGHT VENUES BOSTON 1, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,299,41.0,  Stanhope ST,"(0.0, 0.0)","-71.07264,42.34868",42.34868,-71.07264,POINT (-71.07264000000001 42.34868),Back Bay,All Alc.
675,"CHARLIE REDD, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,97,4255.0,  Washington ST,"(0.0, 0.0)","-71.12945,42.285244",42.285244,-71.12945,POINT (-71.12945000000001 42.285244),Roslindale,All Alc.
676,"REGAL CINEMAS, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,3013,201.0,  Brookline AV,"(42.344649, -71.102201)","-71.103546,42.342484",42.344649,-71.102201,POINT (-71.10220099999999 42.344649),Fenway,Malt Wine
677,"REGINA PIZZA OF ALLSTON, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,330,353.0,  Cambridge ST,"(42.356111, -71.132629)","-71.13273,42.355564",42.356111,-71.132629,POINT (-71.13262899999999 42.356111),Allston,All Alc.
678,"REGINA PIZZERIA AT FENWAY, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,33,1330.0, Boylston St,"(0.0, 0.0)","-71.09866,42.344337",42.344337,-71.09866,POINT (-71.09866 42.344337),Fenway,Malt Wine Liq.
679,"REBEL RESTAURANTS, INC.",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,539,240.0,  SEAPORT BLVD,"(0.0, 0.0)",,,,POINT (nan nan),South Boston Waterfront,All Alc.
680,RENAISSANCE HOTEL OPERATING COMPANY,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,606.0,  Congress ST,"(42.348192, -71.03913)","-71.03904,42.347713",42.348192,-71.03913,POINT (-71.03913 42.348192),South Boston Waterfront,All Alc.
681,"D & D HOSPITALITY, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,150,11.0,  Dorchester ST,"(42.33721, -71.04375)","-71.043594,42.337017",42.33721,-71.04375,POINT (-71.04375 42.33721),South Boston,All Alc.
682,NORWICH PARTNERS FOOD AND BEVERAGE LLC,12/03/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNALR,Inn. All Alc. Restrict.,0,370.0,  Congress ST,"(0.0, 0.0)","-71.04774,42.349903",42.349903,-71.04774,POINT (-71.04774 42.349903),South Boston Waterfront,All Alc.
683,PYRAMID TUDOR WHARF HOTEL LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,44.0,  Charles River AV,"(42.370607, -71.060502)","-71.0608,42.370598",42.370607,-71.060502,POINT (-71.060502 42.370607),Charlestown,All Alc.
684,"F.P. RESTAURANT, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,98,288.0,  Hanover ST,"(0.0, 0.0)","-71.05432,42.36396",42.36396,-71.05432,POINT (-71.05432 42.36396),North End,Malt Wine
685,"VADO PAZZO, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,170,241.0, Hanover St,"(0.0, 0.0)","-71.05505,42.363228",42.363228,-71.05505,POINT (-71.05504999999999 42.363228),North End,All Alc.
686,"NKOTB Lessee, LLC",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,196.0,  Stuart ST,"(0.0, 0.0)","-71.06742,42.350822",42.350822,-71.06742,POINT (-71.06742 42.350822),Bay Village,All Alc.
687,RICHARD M. TRAVAGLIONE,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,90,175.0,  North ST,"(0.0, 0.0)","-71.05405,42.36311",42.36311,-71.05405,POINT (-71.05405 42.36311),North End,Malt Wine Liq.
688,SANTA'S FOOD CORPORATION,01/09/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,49,18.0,  Fairmount AV,"(42.255693, -71.1208)","-71.12079,42.25547",42.255693,-71.1208,POINT (-71.1208 42.255693),Hyde Park,Neighborhood Restricted - CV7ALN
689,SALEM GROUP CORP.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,40,, Salem St,"(0.0, 0.0)","-71.05627,42.36301",42.36301,-71.05627,POINT (-71.05627 42.36301),North End,Malt Wine Liq.
690,STREGA PIZZERIA & CAFÉ CORP.,11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,10,371.0,  Hanover ST,"(42.36488, -71.05315)","-71.05333,42.36492",42.36488,-71.05315,POINT (-71.05315 42.36488),North End,Malt Wine Liq.
691,"RINCON LIMENO RESTAURANT, INC.",11/07/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,49,409.0,  Chelsea ST,"(42.37986, -71.02689)","-71.027,42.38001",42.37986,-71.02689,POINT (-71.02688999999999 42.37986),East Boston,Malt Wine Liq.
692,"RINO'S PLACE, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,36,258.0,  Saratoga ST,"(0.0, 0.0)","-71.03287,42.377922",42.377922,-71.03287,POINT (-71.03287 42.377922),East Boston,Malt Wine
693,"119 Salem Street, Inc.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,46,119.0,  Salem ST,"(0.0, 0.0)","-71.05551,42.364506",42.364506,-71.05551,POINT (-71.05551 42.364506),North End,Malt Wine Liq.
694,"DFD RESTAURANT GROUP, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,138,41.0, Charles St,"(0.0, 0.0)","-71.07002,42.35735",42.35735,-71.07002,POINT (-71.07002 42.35735),Beacon Hill,All Alc.
695,"ROCCO'S CUCINA AND BAR, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,49,450.0,  Commercial ST,"(0.0, 0.0)","-71.053185,42.367447",42.367447,-71.053185,POINT (-71.053185 42.367447),North End,Malt Wine Liq.
696,"BREW MOON COLORADO, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,239,115.0,  Stuart ST,"(42.351377, -71.065481)","-71.065605,42.351112",42.351377,-71.065481,POINT (-71.06548100000001 42.351377),Downtown,All Alc.
