,neighborhood,LAND_SF,YR_BUILT,YR_REMOD,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,GROSS_AREA,LIVING_AREA,U_INT_CND,AC_final,HEAT_TYP,Tax_Exempt,PPSQFT
0,Hyde Park,8958.9,1945.4,596.1,150529.9,243852.8,394382.7,415679.6,8958.9,2929.8,1510.9,0.0,0.0,6.5,0.0,134.16016117237032
0,Hyde Park,5913.9,1979.3,1601.2,89675.0,261181.0,350856.0,369802.2,5913.9,2533.6,1572.6,0.2,0.8,4.8,0.0,145.97906831047658
0,Hyde Park,8973.9,1952.2,799.3,157360.0,286690.0,444050.0,468028.9,8973.9,2949.6,1510.7,0.0,0.0,5.5,0.0,152.32648905995953
0,Hyde Park,6174.4,1939.1,0.0,127530.0,210210.0,337740.0,355978.2,6174.4,2295.3,1453.9,0.0,0.0,4.5,0.0,149.0613987054239
0,Hyde Park,6250.0,1946.7,0.0,137990.0,250580.0,388570.0,409552.7,6250.0,2845.4,1597.1,0.0,0.1,4.0,0.0,137.07616447385325
0,Hyde Park,6200.8,1952.4,843.2857142857143,131310.0,302470.0,433780.0,457204.4,6200.8,3255.9,1982.8,0.0,0.1,6.0,0.0,147.1066336179596
0,Hyde Park,6136.6,1948.1,199.7,132750.0,236790.0,369540.0,389495.6,6136.6,2492.3,1375.6,0.0,0.1,7.0,0.0,149.91207319579377
0,Hyde Park,7611.1,1942.0,888.3333333333334,142290.0,245490.0,387780.0,408720.4,7611.1,2840.3,1504.2,0.0,0.1,5.0,0.0,138.99656305629824
0,Hyde Park,13307.2,1950.6,1113.3333333333333,232770.0,359860.0,592630.0,1042164.7,13307.2,17001.0,3719.3,0.1,0.6,4.1,0.0,121.45668132245075
0,Hyde Park,720.0,1970.0,197.5,0.0,143170.0,143170.0,150901.0,720.0,720.0,720.0,1.2,1.0,6.5,0.0,198.84722222222223
0,Hyde Park,845.1,1969.4,0.0,0.0,150864.4,150864.4,159011.0,845.1,845.1,845.1,1.3,1.0,5.5,0.0,181.86571038536812
0,Hyde Park,2331.3,1963.5,0.0,16940.0,155297.0,172237.0,181537.8,2331.3,1180.0,1067.7,1.5,0.9,6.0,0.0,162.11494718468333
0,Hyde Park,4285.3,1555.5,1253.75,52460.0,177280.0,229740.0,261305.4,4285.3,1434.0,1066.7,1.6,1.0,4.3,0.0,inf
0,Hyde Park,6971.6,1955.4,398.4,72360.0,184680.0,257040.0,270920.2,6971.6,2060.9,1368.9,0.4,0.8,2.6,0.0,136.4006962681449
0,Hyde Park,720.5,1960.0,0.0,0.0,100200.0,100200.0,105610.7,720.5,720.5,720.5,1.0,1.0,1.6,0.0,146.3351146439949
0,Hyde Park,734.0,1960.0,0.0,0.0,112230.0,112230.0,118290.6,734.0,734.0,734.0,1.0,1.0,1.0,0.0,154.16643808147782
0,Hyde Park,701.5,1960.0,0.0,0.0,115440.0,115440.0,121673.8,701.5,701.5,701.5,1.0,1.0,1.0,0.0,166.0457483553179
0,Hyde Park,4609.0,1936.4,399.6,91820.0,230870.0,322690.0,430953.1,4609.0,2289.7,1665.8,0.4,0.6,3.9,0.0,151.44129230182247
0,Hyde Park,4476.2,1761.0,1195.4,107470.1,288649.9,396120.0,522215.4,4476.2,3894.4,2792.0,1.2,1.3,2.0,0.0,inf
0,Hyde Park,8904.6,1758.6,1725.375,186777.4,215800.8,402578.2,942084.0,8904.6,4878.8,4494.8,0.0,1.8,0.7,0.0,inf
0,Hyde Park,7073.2,1917.7,1202.1,239920.0,430550.0,670470.0,706675.5,7073.2,6099.6,4162.5,0.0,0.7,4.4,0.0,109.50656831326849
0,Hyde Park,15257.9,1557.9,1657.1666666666667,251550.0,305450.0,557000.0,1090748.7,15257.9,3999.3,3193.6,0.0,1.3,1.3,0.0,inf
0,Hyde Park,8448.6,1912.5,1104.4444444444443,189137.1,400084.0,589221.1,908737.0,8448.6,5998.0,4571.8,0.0,0.8,3.7,0.0,103.72996593292552
0,Hyde Park,6534.9,1937.1,399.6,129920.0,237550.0,367470.0,387313.3,6534.9,3261.1,2082.5,0.0,0.5,3.6,0.0,115.39953256330337
0,Hyde Park,7225.2,1913.2,1187.8,139250.0,213650.0,352900.0,549467.6,7225.2,3328.8,2440.2,0.0,1.0,2.5,0.0,117.44585635986179
0,Hyde Park,6502.2,1892.2,400.3,123954.4,290908.4,414862.8,544848.0,6502.2,4146.0,2482.7,0.0,0.2,4.8,0.0,102.40531061267004
0,Hyde Park,6038.0,1714.5,664.4444444444445,107060.0,226100.0,333160.0,351150.7,6038.0,3282.0,2011.8,0.0,0.2,4.8,0.0,inf
0,Hyde Park,5562.7,1912.8,793.4,126370.0,305120.0,431490.0,464572.7,5562.7,4026.3,2444.8,0.0,0.3,4.8,0.0,112.51365778709405
0,South Boston,4407.6,1926.1,1998.4444444444443,285004.1,679214.6,964218.7,1596458.7,4407.6,9622.0,7241.6,0.0,2.0,0.0,0.1,133.862371876351
0,South Boston,63613.0,1927.1,1994.625,920910.0,1539020.0,2459930.0,5051489.1,63613.0,28108.0,20799.3,2.0,1.5,1.0,0.1,447.5761570840884
0,South Boston,1026.2,1906.0,2002.2,0.0,641570.0,641570.0,676214.9,1026.2,1026.2,1026.2,4.0,1.0,2.0,0.0,630.9319474489264
0,South Boston,1369.2,1524.8,2002.0,0.0,745060.0,745060.0,1010363.3,1369.2,937.7,937.7,3.2,1.2,1.6,0.0,inf
0,South Boston,952.1,1906.0,2002.0,0.0,611380.0,611380.0,644394.6,952.1,952.1,952.1,4.0,1.0,2.0,0.0,648.1716259475508
0,South Boston,1128.7,1906.0,2002.0,0.0,690650.0,690650.0,727945.1,1128.7,1128.7,1128.7,3.7,1.0,2.0,0.0,619.1139905742142
0,South Boston,1016.0,1906.0,2003.0,0.0,638740.0,638740.0,673232.1,1016.0,1021.0,1021.0,4.0,1.0,2.0,0.0,631.8377086216342
0,South Boston,1012.0,1906.0,2002.0,0.0,657530.0,657530.0,693036.7,1012.0,1012.0,1012.0,4.0,1.0,2.0,0.0,652.5419970648725
0,South Boston,1160.8,1906.0,2002.0,0.0,725540.0,725540.0,764719.4,1160.8,1160.8,1160.8,4.0,1.0,2.0,0.0,626.2401020836119
0,South Boston,970.6,1906.0,2002.0,0.0,644790.0,644790.0,679608.7,970.6,971.6,971.6,4.0,1.0,2.0,0.0,670.1329926447669
0,South Boston,1103.2,1906.0,2002.0,0.0,686660.0,686660.0,723739.8,1103.2,1103.2,1103.2,4.0,1.0,2.0,0.0,624.2930018732558
0,South Boston,1114.6,1906.0,2003.2,0.0,701060.0,701060.0,738917.3,1114.6,1111.9,1111.9,4.0,1.0,2.0,0.0,633.2153732858939
0,South Boston,974.6,1906.0,2003.5,0.0,621480.0,621480.0,655039.8,974.6,956.7,956.7,4.0,1.0,2.0,0.0,654.4277062989984
0,South Boston,1820.0,1906.0,2002.9,0.0,1392690.0,1392690.0,1467895.3,1820.0,1820.0,1820.0,4.0,1.0,2.0,0.0,743.6153057943493
0,South Boston,1589.4,1334.2,2003.7142857142858,0.0,989555.0,989555.0,1188964.9,1589.4,1198.8,1198.8,2.8,1.3,1.4,0.0,inf
0,South Boston,1372.8,2006.0,2014.0,0.0,700950.0,700950.0,870748.9,1372.8,1140.7777777777778,1140.7777777777778,3.2,1.2,1.6,0.0,inf
0,South Boston,1095.0,2006.0,,0.0,683490.0,683490.0,720398.6,1095.0,1095.0,1095.0,4.0,1.0,2.0,0.0,618.3825073640945
0,South Boston,1150.6,2006.0,,0.0,718310.0,718310.0,757098.7,1150.6,1150.6,1150.6,4.0,1.0,2.0,0.0,589.6632719815809
0,South Boston,1101.0,2006.0,2012.0,0.0,693920.0,693920.0,731391.6,1101.0,1101.0,1101.0,4.0,1.0,2.0,0.0,621.8044901370833
0,South Boston,1280.8,2006.0,2014.0,0.0,845530.0,845530.0,891188.8,1280.8,1280.8,1280.8,4.0,1.0,2.0,0.0,632.6782961671187
0,South Boston,1144.0,2006.0,,0.0,728270.0,728270.0,767596.9,1144.0,1144.0,1144.0,4.0,1.0,2.0,0.0,612.4864885248932
0,South Boston,1170.0,2006.0,,0.0,719850.0,719850.0,758721.9,1170.0,1170.0,1170.0,4.0,1.0,2.0,0.0,580.0288123510552
0,South Boston,1397.5,2006.0,,0.0,940420.0,940420.0,991202.8,1397.5,1397.5,1397.5,4.0,1.0,2.0,0.0,646.5306896146692
0,South Boston,1072.9,2005.8,,0.0,706490.0,706490.0,744640.6,1072.9,1072.9,1072.9,4.0,1.0,2.0,0.0,652.7595439476257
0,South Boston,1327.9,2006.0,,0.0,967900.0,967900.0,1020166.7,1327.9,1327.9,1327.9,3.8,1.0,2.0,0.0,702.1789323372752
0,South Boston,1570.4,2006.0,,0.0,1190490.0,1190490.0,1254776.6,1570.4,1570.4,1570.4,4.0,1.0,2.0,0.0,758.7356479276506
0,South Boston,1496.8,2006.0,,0.0,1177343.7,1177343.7,1240920.4,1496.8,1496.8,1496.8,4.0,1.0,2.0,0.0,773.5598328658741
0,South Boston,1377.2,2006.0,2013.0,0.0,996324.5,996324.5,1050126.3,1377.2,1377.2,1377.2,4.0,1.0,2.0,0.0,725.1566116280696
0,South Boston,1259.4,2006.0,2012.0,0.0,954458.2,954458.2,1005999.0,1259.4,1259.4,1259.4,3.0,1.0,2.0,0.0,793.5795455724245
0,South Boston,4060.7,1569.0,1507.75,1045122.7,2194892.9,3240015.6,4276641.2,4060.7,16973.5,14793.3,0.8,1.7,0.6,0.0,inf
0,South Boston,4758.2,1710.0,2002.0,0.0,668550.0,668550.0,704651.8,4758.2,1154.6,1154.6,3.3,1.1,1.8,0.0,578.3225908172992
0,South Boston,969.5,1900.0,2002.0,0.0,491240.0,491240.0,517767.0,969.5,969.5,969.5,4.0,1.0,2.0,0.0,492.6863801212194
0,South Boston,743.2,1900.0,2002.0,0.0,442610.0,442610.0,466510.9,743.2,743.1,743.1,4.0,1.0,2.0,0.0,622.1360428062524
0,South Boston,1052.8,1900.0,2002.0,0.0,699630.0,699630.0,737410.0,1052.8,1052.8,1052.8,4.0,1.0,2.0,0.0,660.2384887683263
0,South Boston,3102.5,1753.0,2002.0,581240.0,2324610.0,2905850.0,3796879.8,3102.5,11753.5,10401.5,2.8,1.3,1.4,0.0,inf
0,South Boston,1161.4,2006.0,,0.0,733500.0,733500.0,773109.1,1161.4,1161.4,1161.4,4.0,1.0,2.0,0.0,631.6512990030571
0,South Boston,1158.2,2006.0,,0.0,791580.0,791580.0,834325.6,1158.2,1158.2,1158.2,4.0,1.0,2.0,0.0,687.2278316279983
0,South Boston,3910.0,1784.2222222222222,2016.0,0.0,642840.0,642840.0,810079.2,3910.0,1047.75,1047.75,2.8,1.3,1.4,0.0,647.4394328058258
0,South Boston,1209.4,2008.0,,0.0,699280.0,699280.0,737041.2,1209.4,1209.4,1209.4,4.0,1.0,2.0,0.0,572.2126892657919
0,South Boston,1264.8,2008.4,,0.0,664880.0,664880.0,700783.5,1264.8,1264.8,1264.8,4.0,1.0,2.0,0.0,510.77893639906904
0,South Boston,1251.7,2008.8,,0.0,755180.0,755180.0,795959.9,1251.7,1251.7,1251.7,3.8,1.0,2.0,0.0,596.5298991730492
0,South Boston,1346.9,2008.4,,0.0,909840.0,909840.0,958971.6,1346.9,1346.9,1346.9,3.8,1.0,2.0,0.0,659.7395223701436
0,South Boston,1172.2,1808.4,,0.0,683050.0,683050.0,760495.2,1172.2,1050.2,1050.2,3.4,1.1,1.8,0.0,inf
0,South Boston,1171.3,2016.0,,0.0,678750.0,678750.0,715402.4,1171.3,1171.3,1171.3,2.2,1.0,2.0,0.0,552.1775687817037
0,South Boston,1346.9,2016.0,,0.0,899555.0,899555.0,948131.3,1346.9,1346.9,1346.9,2.0,1.0,2.0,0.0,655.2596679010129
0,South Boston,2316.1,2004.3,1999.0,86510.0,1168150.0,1254660.0,1392884.2,2316.1,3157.4,2790.5,1.8,1.1,1.8,0.0,675.974530987043
0,South Boston,3583.1,957.0,1995.3333333333333,138240.0,163420.0,301660.0,754150.0,3583.1,3866.3,2931.0,0.0,2.0,0.0,0.0,inf
0,South Boston,3514.5,828.1428571428571,1990.6666666666667,283929.2,419490.9,703420.1,814329.0,3514.5,2023.857142857143,1607.0,0.0,2.0,0.0,0.6,inf
0,South Boston,2188.6,1590.7,2000.0,341380.0,1060800.0,1402180.0,1477897.8,2188.6,4710.7,4403.6,0.8,1.4,1.7,0.0,inf
0,South Boston,7570.0,1157.9,1601.0,550875.0,496220.0,1047095.0,2202668.9,7570.0,6383.3,5012.8,0.0,1.8,0.7,0.2,inf
0,South Boston,10671.1,1572.7,1995.4,371980.0,318760.0,690740.0,1672801.0,10671.1,4213.3,4008.3,0.2,1.9,0.2,0.1,inf
0,South Boston,1143.2,2017.0,2017.0,0.0,675237.5,675237.5,711700.3,1143.2,1143.2,1143.2,2.0,1.0,2.0,0.0,590.8131027079376
0,South Boston,1065.5,2017.0,2017.0,0.0,651211.0,651211.0,686376.3,1065.5,1065.5,1065.5,2.0,1.0,2.0,0.0,607.5609920415026
0,South Boston,1371.9,2017.0,2017.0,0.0,903743.0,903743.0,952545.2,1371.9,1371.9,1362.9,2.0,1.0,2.0,0.0,666.3050399146348
0,South Boston,,,,0.0,34500.0,34500.0,36363.0,,,,0.0,2.0,0.0,0.0,
0,South Boston,,,,0.0,35600.0,35600.0,37522.4,,,,0.0,2.0,0.0,0.0,
0,South Boston,,,,0.0,40000.0,40000.0,42160.0,,,,0.0,2.0,0.0,0.0,
0,South Boston,2413.1666666666665,2002.0,2002.0,0.0,326500.0,326500.0,344131.1,2413.1666666666665,1041.6666666666667,1041.6666666666667,2.0,1.5,1.8,0.0,496.8
0,South Boston,1534.7,2006.9,2002.0,0.0,613000.0,613000.0,646102.1,1534.7,1043.6,1043.6,3.6,1.1,2.0,0.0,589.5836968958349
0,South Boston,1632.6,2001.3333333333333,2015.0,0.0,699170.0,699170.0,736925.2,1632.6,1186.5555555555557,1186.5555555555557,2.2,1.2,1.6,0.0,652.1065878462855
0,South Boston,1401.5,2015.0,,0.0,402290.0,402290.0,424013.8,1401.5,1401.5,1401.5,0.8,1.6,0.8,0.0,669.8113554856678
0,South Boston,1245.0,2005.3333333333333,,26620.0,119520.0,146140.0,154031.7,1245.0,1463.3333333333333,1138.0,0.4,1.5,1.6,0.0,332.0644688644689
0,South Boston,1123.4,2007.0,,0.0,465640.0,465640.0,525488.7,1123.4,727.0,727.0,3.2,1.2,1.6,0.0,inf
0,South Boston,1380.8,1578.7,2002.0,86790.0,402780.0,489570.0,664872.6,1380.8,1758.2,1270.6,1.4,1.2,2.2,0.0,inf
0,South Boston,2390.9,1578.3,987.5,84390.0,340540.0,424930.0,698858.5,2390.9,1974.1,1544.8,1.6,1.4,1.4,0.0,inf
0,South Boston,1898.4,1920.8,1248.5,142420.0,563430.0,705850.0,906493.5,1898.4,3143.5,1967.9,0.8,0.8,2.9,0.0,307.9818631457849
0,South Boston,3909.4,2005.5,2003.0,282097.7,754656.2,1036753.9,1242889.8,3909.4,7123.0,6098.2,0.8,1.6,0.8,0.0,226858.35184738328
0,South Boston,610993.3,1982.4,2017.0,39702000.0,69831840.0,109533840.0,360910.8,610993.3,23408.0,17565.8,0.8,1.6,0.8,0.6,3121.1068911624943
0,South Boston,1017374.0,1960.0,,66170000.0,115815700.0,181985700.0,0.0,1017374.0,34308.5,25545.2,0.0,2.0,0.0,1.0,8147.144825386322
0,South Boston,628249.1,1759.4,2009.0,40841696.9,72287611.9,113129308.8,198210.0,628249.1,40276.1,30847.8,0.0,2.0,0.0,0.9,inf
0,South Boston,5280.2,765.5,2006.75,424886.4,358465.1,783351.5,1859888.9,5280.2,10156.4,9596.4,0.4,1.9,0.2,0.0,inf
0,South Boston,728.0,1902.6,2003.5555555555557,12800.0,326870.0,339670.0,358012.3,728.0,820.9,680.8,2.2,0.8,1.7,0.0,588.6541637066573
0,South Boston,726.2,1136.5,2005.6666666666667,43245.0,194770.0,238015.0,261597.1,726.2,1074.9,708.1,0.4,1.2,2.4,0.0,inf
0,South Boston,648.6,1350.1,1674.5,5430.0,141970.0,147400.0,163211.4,648.6,224.4,218.7,2.0,1.3,2.2,0.0,inf
0,South Boston,5042.4,1938.7,1724.7142857142858,162434.7,545241.8,707676.5,1194663.2,5042.4,5804.4,5606.8,2.4,0.9,2.4,0.0,394.3412934759364
0,South Boston,1555.5,759.2,1002.0,23713.4,118920.0,142633.4,184625.4,1555.5,272.5,272.5,0.3,1.4,0.6,0.0,inf
0,South Boston,1500.6,1554.3,0.0,22033.5,205560.0,227593.5,249967.2,1500.6,699.2,638.4,1.5,1.0,1.6,0.0,inf
0,South Boston,1231.1,1926.1,1751.625,25590.0,413450.0,439040.0,462748.2,1231.1,1239.7,1035.4,1.8,0.8,2.5,0.0,385.16554039375023
0,South Boston,1307.7,1979.0,2000.5,12390.0,503070.0,515460.0,543294.9,1307.7,1163.6,1038.5,2.9,1.0,5.3,0.0,519.1064161843732
0,South Boston,3599.7,1350.6,1999.5,75178.2,332380.0,407558.2,654156.5,3599.7,903.7,814.5,1.6,1.4,1.9,0.0,inf
0,South Boston,3700.3,1931.2,2006.888888888889,271210.0,678590.0,949800.0,1421147.8,3700.3,5794.1,4064.2,0.0,1.6,1.4,0.0,181.2685558505482
0,South Boston,1413.1,1966.5,803.4,59900.0,473170.0,533070.0,561856.0,1413.1,1387.1,1159.9,1.4,0.8,3.1,0.0,414.9227016052479
0,South Boston,1114.8,2015.0,,0.0,364510.0,364510.0,384193.7,1114.8,1114.8,1114.8,1.0,1.5,1.0,0.0,612.6768986955208
0,South Boston,1952.1,1941.9,1424.4285714285713,128570.0,565000.0,693570.0,871234.2,1952.1,2192.8,1792.1,1.1,0.8,2.5,0.0,340.4371686565465
0,South Boston,4895.8,1739.3,1997.5714285714287,442770.0,990240.0,1433010.0,2276933.9,4895.8,7408.5,5873.3,0.0,2.0,0.0,0.0,inf
0,South Boston,3076.9,1953.7,1994.6,382029.8,1319370.0,1701399.8,2354768.7,3076.9,8448.4,6477.4,0.0,2.0,0.0,0.0,94789.3767603542
0,South Boston,1474.5,1751.1,1003.6666666666666,216570.0,948430.0,1165000.0,1298759.8,1474.5,4714.9,3440.9,0.0,1.1,3.1,0.0,inf
0,South Boston,1990.1,1539.4,1599.8,98610.0,451510.0,550120.0,460784.4,1990.1,1890.9,1224.6,0.8,1.1,2.7,0.1,inf
0,South Boston,1795.1,1937.2,,0.0,499650.0,499650.0,526631.2,1795.1,858.5,858.5,2.3,0.9,3.1,0.0,574.7186132932715
0,South Boston,1245.6,1922.4,2000.0,0.0,407930.0,407930.0,429958.3,1245.6,759.9,759.9,2.9,1.1,2.6,0.0,550.4546188218317
0,South Boston,1089.7,1946.7,2006.75,0.0,407650.0,407650.0,429663.4,1089.7,793.4,793.4,3.2,1.2,1.6,0.0,535.2470166650974
0,South Boston,869.5,1902.4,1603.2,31040.0,398520.0,429560.0,452756.3,869.5,1548.3,1181.7,2.1,0.5,2.5,0.0,541.7342947892716
0,South Boston,3282.9,1982.4,499.75,32020.0,758340.0,790360.0,833039.6,3282.9,2300.7,1791.4,0.9,1.1,3.9,0.0,369.5922251651198
0,South Boston,1786.0,1891.9,1788.4,56270.0,531980.0,588250.0,620015.7,1786.0,2038.5,1546.6,2.0,0.8,2.1,0.0,375.2139702881857
0,South Boston,1095.7,1905.0,2005.0,18950.0,370330.0,389280.0,410301.2,1095.7,841.4,685.7,2.2,1.1,3.6,0.0,607.0926602092038
0,South Boston,736.1,1906.9,1998.9,0.0,286300.0,286300.0,301760.3,736.1,515.6,515.6,2.3,0.6,2.3,0.0,564.1490177489502
0,South Boston,1108.111111111111,1944.5,2011.875,12840.0,487290.0,500130.0,527137.1,1108.111111111111,1009.6,887.1,2.6,1.1,2.1,0.0,581.0437789867954
0,South Boston,1876.7,1811.3,2014.0,17390.0,648750.0,666140.0,702111.6,1876.7,1261.1,1146.0,1.8,1.3,1.4,0.0,inf
0,South Boston,1147.7,1960.6,1508.75,49030.0,619190.0,668220.0,704304.1,1147.7,2079.3,1528.9,2.4,0.7,3.0,0.0,396.7605160948908
0,South Boston,1031.2,1555.7,1197.2,32750.0,284942.0,317692.0,334847.4,1031.2,782.2,624.2,1.2,1.1,1.9,0.0,inf
0,South Boston,922.8,1943.4,2004.4,0.0,468550.0,468550.0,493851.8,922.8,809.4,809.4,3.6,1.0,3.3,0.0,584.5225392765785
0,South Boston,968.8,1901.4,2004.0,21650.0,356310.0,377960.0,398369.9,968.8,849.8,743.1,2.4,1.0,2.5,0.0,555.4501641625011
0,South Boston,1011.5,1518.0,1750.75,29270.0,330770.0,360040.0,379482.3,1011.5,1030.7,812.5,2.0,0.7,3.0,0.0,inf
0,South Boston,1900.9,1496.3333333333333,2005.2,101440.0,200280.0,301720.0,434387.2,1900.9,954.2,800.1,0.8,1.1,1.5,0.0,inf
0,South Boston,927.0,1900.0,1801.5,26340.0,391380.0,417720.0,440277.0,927.0,1101.5,902.8,2.4,0.6,3.0,0.0,496.42527844683525
0,South Boston,1036.0,1724.0,1998.0,18410.0,345100.0,363510.0,383139.7,1036.0,711.9,648.9,2.8,1.0,5.6,0.0,inf
0,South Boston,855.6,1908.5,1602.6,46630.0,400090.0,446720.0,470843.0,855.6,1244.1,928.5,2.0,0.3,5.3,0.0,460.3014562014059
0,South Boston,1844.1,1709.5,891.8888888888889,85290.0,383610.0,468900.0,494220.6,1844.1,1572.0,1099.3,1.2,0.6,3.5,0.0,inf
0,South Boston,1058.8,1748.4,1602.4,15370.0,429060.0,444430.0,468429.3,1058.8,853.9,777.6,2.8,1.0,3.0,0.0,inf
0,South Boston,1373.2,604.4,2014.0,80670.0,427750.0,508420.0,565590.1,1373.2,1104.5,1104.5,0.4,1.9,0.2,0.0,inf
0,South Boston,1030.7,1963.0,1788.2222222222222,10490.0,470790.0,481280.0,507269.1,1030.7,1237.4,1053.8,2.8,1.0,2.0,0.0,509.7548557072621
0,South Boston,1096.1,1704.0,1329.5,59930.0,303840.0,363770.0,383413.8,1096.1,1121.5,888.8,0.6,0.6,4.2,0.0,inf
0,South Boston,993.3,1912.2,1753.875,14840.0,356560.0,371400.0,391455.9,993.3,795.9,723.6,2.8,1.0,5.0,0.0,543.6262234487788
0,South Boston,1011.2,1905.1,1600.9,58260.0,393760.0,452020.0,476429.1,1011.2,1293.2,955.4,1.6,0.7,1.9,0.0,490.32571035934166
0,South Boston,975.4,1890.0,1804.1,45640.0,354220.0,399860.0,421452.5,975.4,1134.8,831.8,1.2,0.4,2.8,0.0,494.82541394768344
0,South Boston,1852.0,1976.9,1146.0,39830.0,402880.0,442710.0,466616.3,1852.0,1453.4,1174.3,1.1,0.6,3.4,0.0,359.9926595547756
0,South Boston,795.4,1909.3,1599.3,26890.0,343650.0,370540.0,390549.0,795.4,1056.6,845.5,2.4,0.4,3.5,0.0,490.5294170992434
0,South Boston,1555.3,1982.8,1408.7,0.0,432090.0,432090.0,455422.9,1555.3,877.8,874.2,1.3,1.0,1.1,0.0,501.8301089878859
0,South Boston,968.0,1932.9,1995.0,0.0,349500.0,349500.0,368373.0,968.0,673.9,673.9,3.6,0.3,5.7,0.0,526.377564930735
0,South Boston,1307.5,1987.3,752.25,31400.0,464480.0,495880.0,522657.5,1307.5,1117.3,1045.8,2.8,1.0,2.3,0.0,489.2777950722336
0,South Boston,1074.7,1572.0,500.625,39510.0,416100.0,455610.0,480212.9,1074.7,1089.3,958.1,2.4,1.0,2.4,0.0,inf
0,South Boston,990.8,1908.0,1805.5,45000.0,403600.0,448600.0,472824.5,990.8,1206.0,956.1,2.0,0.8,2.8,0.0,480.1237039432178
0,South Boston,2604.3,1998.4,806.6,0.0,417869.6,417869.6,440434.6,2604.3,788.5,788.5,3.0,1.1,1.8,0.0,529.1234586530974
0,South Boston,824.5,1989.0,0.0,0.0,399420.0,399420.0,420989.0,824.5,824.5,824.5,3.4,1.0,2.0,0.0,484.85103389158513
0,South Boston,880.1,1989.0,0.0,0.0,420360.0,420360.0,443059.5,880.1,880.1,880.1,3.5,1.0,2.0,0.0,481.1577307154583
0,South Boston,857.4,1989.0,201.2,0.0,407010.0,407010.0,428988.6,857.4,857.4,857.4,3.7,1.0,2.0,0.0,475.91384735394195
0,South Boston,850.5,1989.0,0.0,0.0,411890.0,411890.0,434132.1,850.5,850.5,850.5,4.0,1.0,2.0,0.0,484.4780366686126
0,South Boston,823.2,1989.0,200.6,0.0,411510.0,411510.0,433731.6,823.2,823.2,823.2,4.0,1.0,2.0,0.0,499.80231030852565
0,South Boston,1165.8,1734.7,999.875,88640.0,325570.0,414210.0,467160.4,1165.8,1241.2,898.2,1.2,0.9,3.1,0.0,inf
0,South Boston,1536.7,1999.6,0.0,48750.0,628480.0,677230.0,713800.6,1536.7,1811.1,1686.3,2.8,1.0,4.1,0.0,381.29776895682255
0,South Boston,1488.0,1998.0,0.0,0.0,603020.0,603020.0,635583.2,1488.0,1488.0,1488.0,3.4,1.0,4.7,0.0,405.3718430379787
0,South Boston,1563.6,1944.0,801.0,41690.0,484690.0,526380.0,554804.8,1563.6,1388.2,1207.0,2.5,1.0,4.2,0.0,435.5588791324271
0,South Boston,2223.9,1898.0,1602.4,33710.0,446530.0,480240.0,506173.2,2223.9,1195.3,1044.8,2.8,0.9,2.3,0.0,505.6318396434509
0,South Boston,1219.4,1910.0,2004.4,0.0,585870.0,585870.0,617507.2,1219.4,1219.4,1219.4,4.0,1.0,2.0,0.0,482.5060116560279
0,South Boston,1221.0,1910.0,2004.4,0.0,627050.0,627050.0,660911.0,1221.0,1221.0,1221.0,4.0,1.0,2.0,0.0,518.2705424512103
0,South Boston,1101.4,1570.6,2002.0,68840.0,420900.0,489740.0,516185.9,1101.4,1446.4,1184.6,1.6,1.0,1.6,0.0,inf
0,South Boston,881.7,1912.2,1326.6666666666667,16270.0,252650.0,268920.0,283441.7,881.7,716.0,618.8,1.4,0.5,1.9,0.0,462.9885188746707
0,South Boston,1215.4,1948.1,1661.8333333333333,45490.0,377490.0,422980.0,445821.0,1215.4,1401.1,1133.0,1.8,0.4,2.1,0.0,332.2637427279047
0,South Boston,1636.0,1692.3333333333333,1998.7142857142858,140429.8,458989.8,599419.6,644819.5,1636.0,2103.2,1423.4,0.2,0.8,2.0,0.0,inf
0,South Boston,1270.4,942.0,1603.6,76510.0,229470.0,305980.0,322502.9,1270.4,973.4,652.2,0.5,1.0,2.5,0.0,inf
0,South Boston,1255.0,776.4,670.6666666666666,89330.0,278130.0,367460.0,387302.9,1255.0,1154.0,842.0,0.0,1.4,0.8,0.0,inf
0,South Boston,1269.0,1365.9,1202.8,42800.0,253230.0,296030.0,312015.5,1269.0,698.2,501.8,1.2,1.2,1.3,0.0,inf
0,South Boston,1094.3,1794.7,,19830.0,486050.0,505880.0,533197.8,1094.3,1179.3,1025.9,2.8,1.2,1.6,0.0,inf
0,South Boston,1552.7,1788.6,801.4,82460.0,407570.0,490030.0,516491.7,1552.7,1381.4,1029.0,1.2,0.7,2.4,0.0,inf
0,South Boston,1071.5,1933.9,1554.2222222222222,76756.0,436041.0,512797.0,540488.2,1071.5,1543.6,1125.6,0.7,0.6,3.3,0.0,370.52769976963106
0,South Boston,1647.1,1752.5,1203.6,31080.0,407500.0,438580.0,462010.6,1647.1,1151.2,961.0,1.7,1.0,1.9,0.1,inf
0,South Boston,9337.3,1774.2,2007.2857142857142,5720.0,356080.0,361800.0,381337.3,9337.3,593.5,593.5,1.7,1.1,1.2,0.0,inf
0,South Boston,1163.7,2017.0,2017.0,0.0,811950.0,811950.0,855795.3,1163.7,1163.7,1163.7,2.0,1.0,2.0,0.0,700.4031010960496
